OPC-N3 Iss1.1 FirmwareVer=1.17a_02c.......................BS
 OPC-N3 177091518                                           
Config info:
LaserDAC,53
FanDAC,255
ToFtoSFRfactor,62
PVP(us/48),48
BinNo,Bin0,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Bin7,Bin8,Bin9,Bin10,Bin11,Bin12,Bin13,Bin14,Bin15,Bin16,Bin17,Bin18,Bin19,Bin20,Bin21,Bin22,Bin23
BoundaryADC,14,40,80,120,145,215,340,590,846,1363,2029,2848,4119,5527,7076,8624,10204,11815,13457,15897,18305,20698,22966,25140,27158
Boundary_um,0.350,0.460,0.660,1.000,1.300,1.700,2.300,3.000,4.000,5.200,6.500,8.000,10.000,12.000,14.000,16.000,18.000,20.000,22.000,25.000,28.000,31.000,34.000,37.000,40.000
BinWeighting,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650
DataRequestInterval(s),1.398
MaxDataArraysPerFile,61798
Data:
Bin0,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Bin7,Bin8,Bin9,Bin10,Bin11,Bin12,Bin13,Bin14,Bin15,Bin16,Bin17,Bin18,Bin19,Bin20,Bin21,Bin22,Bin23,MToFBin1(us/3),MToFBin3,MToFBin5,MToFBin7,SamplingPeriod(s),SFR(ml/s),Temp(C),RH(%),PM_1.000(ug/m^3),PM_2.500(ug/m^3),PM_10.000(ug/m^3),#RjtGlitch,#RjtLong,#RjtRatio,#RjtRange,#FanRevs,LaserStatus
34,8,4,3,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,31,32,39,0.680,4.700,28.159,35.259,2.408,14.503,88.830,3,0,26,10,0,584
35,4,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,31,35,0,0.680,4.690,28.175,35.431,1.742,5.446,6.326,7,0,42,6,0,584
22,8,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0.680,4.830,28.175,35.729,1.077,3.803,6.418,3,0,39,12,0,584
34,3,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,28,39,0,0.680,4.930,28.175,36.028,1.628,4.058,4.724,3,0,47,9,0,584
32,5,4,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,29,0,0,0.680,4.930,28.188,36.278,1.465,6.382,11.430,2,0,30,7,0,584
18,4,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,32,37,51,0.680,4.860,28.175,36.458,0.929,5.223,13.922,5,0,25,4,0,584
17,7,2,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,35,0,0.680,4.730,28.159,36.484,1.336,6.783,8.736,5,0,29,4,0,584
26,3,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,58,0,0.680,4.640,28.202,36.358,1.411,4.904,5.783,3,0,35,5,0,584
29,5,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,35,0,0.680,4.660,28.188,36.278,1.442,4.879,5.754,1,0,29,3,0,584
19,6,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,27,33,0,0.680,4.620,28.175,36.147,1.614,5.574,6.479,6,0,32,12,0,584
32,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,38,0,0,0.680,4.570,28.202,36.046,1.307,2.994,3.192,3,0,33,9,0,584
27,8,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,33,36,0,0.680,4.460,28.188,35.822,1.538,3.460,4.100,5,0,30,1,0,584
28,5,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,33,0,0.680,4.440,28.231,35.566,1.457,4.434,5.256,4,0,45,3,0,584
29,7,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,34,0,0,0.680,4.420,28.202,35.511,1.314,4.068,6.852,3,0,40,5,0,584
27,5,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,36,38,0,0.680,4.320,28.175,35.470,1.682,5.214,6.083,2,0,33,8,0,584
22,6,4,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,37,36,0,0.680,4.210,28.215,35.422,1.782,7.511,11.289,2,0,31,8,0,584
24,3,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,30,40,0,0.680,4.190,28.202,35.276,2.010,6.690,7.700,5,0,41,3,0,584
22,4,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0.680,4.250,28.231,35.061,0.994,5.105,31.168,4,0,31,6,0,584
24,6,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,29,32,0,0.680,4.200,28.215,34.952,1.498,6.178,9.786,6,0,37,6,0,584
23,4,4,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0.680,4.250,28.231,34.902,1.544,5.603,29.096,4,0,35,6,0,584
24,4,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29,27,42,0,0.680,4.270,28.231,34.864,1.021,4.874,101.644,6,0,34,10,0,584
13,11,4,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,28,0,0,0.680,4.230,28.231,34.733,2.198,8.558,11.959,7,0,48,5,0,584
22,5,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,37,0,0,0.680,4.230,28.231,34.708,1.369,2.753,2.879,5,0,41,7,0,584
29,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,35,0,0.680,4.230,28.215,34.627,1.306,3.892,4.602,1,0,45,4,0,584
27,4,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,31,35,0,0.680,4.160,28.231,34.563,1.738,7.692,11.527,1,0,41,5,0,584
25,8,1,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,33,35,0,0.680,4.140,28.231,34.447,1.895,8.921,13.359,1,0,38,8,0,584
23,4,5,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,30,0,42,0.680,4.200,28.231,34.356,1.685,6.074,15.577,3,0,35,7,0,584
33,5,2,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,32,0,0.680,4.190,28.215,34.339,1.836,6.383,7.457,4,0,35,11,0,584
35,4,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,37,34,0,0.680,4.120,28.244,34.369,1.593,4.964,5.862,6,0,35,5,0,584
14,3,3,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,35,33,0,0.680,4.080,28.244,34.357,1.647,6.529,8.043,4,0,26,2,0,584
22,1,5,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,35,0,0.680,4.050,28.258,34.383,1.393,6.356,10.166,1,0,22,5,0,584
11,5,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,37,0,0,0.680,4.030,28.231,34.380,1.484,4.211,4.541,2,0,28,5,0,584
20,6,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,38,0,0,0.680,4.070,28.258,34.488,1.542,3.505,3.728,5,0,29,10,0,584
17,6,0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,21,35,0,0.680,4.040,28.231,34.577,1.774,9.345,11.762,3,0,26,6,0,584
16,5,3,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,33,36,0,0.680,4.000,28.244,34.668,1.694,8.781,13.362,7,0,34,4,0,584
21,2,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,34,30,0,0.680,4.050,28.215,34.691,1.629,5.364,6.223,4,0,34,6,0,584
27,3,3,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,33,32,0,0.680,4.030,28.244,34.786,1.854,8.523,12.574,7,0,18,6,0,584
24,3,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,39,0,0.680,4.070,28.258,34.879,1.526,4.821,5.718,3,0,32,7,0,584
29,5,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,32,34,0,0.680,4.190,28.244,34.864,1.710,6.603,8.154,3,0,36,8,0,584
32,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0.670,4.190,28.244,34.838,1.174,2.037,2.141,6,0,28,8,0,584
28,5,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,29,30,0,0.680,4.220,28.258,34.800,1.427,4.057,4.833,3,0,41,4,0,584
20,5,5,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,34,0,0,0.680,4.070,28.258,34.824,1.895,6.006,30.459,5,0,22,5,0,584
18,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0.680,4.190,28.271,34.815,0.913,1.717,1.819,3,0,43,5,0,584
15,7,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,29,0,0,0.680,4.200,28.244,34.786,1.760,4.656,4.986,4,0,38,8,0,584
23,3,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,35,0,0,0.680,4.250,28.271,34.774,1.392,3.260,3.474,3,0,38,5,0,584
30,5,5,2,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,33,33,0,0.680,4.340,28.244,34.719,2.548,10.510,14.480,6,0,46,5,0,584
22,6,7,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,30,0,39,0.680,4.390,28.258,34.696,2.051,7.051,16.241,5,0,34,5,0,584
16,1,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,34,40,0,0.680,4.400,28.287,34.672,1.216,4.460,5.302,3,0,35,12,0,584
27,5,4,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,29,43,0,0.680,4.280,28.231,34.681,2.247,6.006,6.821,6,0,31,5,0,584
34,3,1,2,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,33,37,0,0.680,4.280,28.271,34.710,1.552,9.694,61.160,3,0,38,6,0,584
22,6,5,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,32,33,0,0.680,4.300,28.258,34.682,1.864,7.085,10.698,7,0,27,6,0,584
22,5,3,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,39,0.680,4.280,28.271,34.696,1.337,7.503,19.666,1,0,30,6,0,584
25,8,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,30,34,0,0.680,4.380,28.301,34.726,2.234,8.875,10.204,5,0,41,5,0,584
35,6,3,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,31,0,0,0.680,4.390,28.258,34.682,1.748,5.742,8.728,5,0,31,4,0,584
26,7,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,30,0,0,0.680,4.510,28.258,34.682,1.697,3.725,3.937,8,0,31,4,0,584
21,6,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,29,0,0,0.680,4.300,28.271,34.723,1.598,3.068,3.193,6,0,34,6,0,584
24,6,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,34,0,0.680,4.270,28.271,34.815,1.564,5.974,7.027,4,0,21,5,0,584
29,4,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0.680,4.300,28.258,34.852,1.457,4.348,4.744,1,0,37,3,0,584
26,6,4,4,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,31,35,36,0.680,4.350,28.271,34.943,2.461,14.023,27.966,6,0,39,10,0,584
25,4,3,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,32,0,0.680,4.360,28.287,34.998,1.365,7.345,11.525,5,0,42,4,0,584
20,4,5,1,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28,32,0,0.680,4.400,28.287,35.012,2.058,13.334,21.089,5,0,37,2,0,584
29,8,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,30,33,0,0.680,4.450,28.271,35.048,1.292,3.696,4.432,9,0,37,6,0,584
27,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0.680,4.400,28.258,35.047,1.054,1.867,1.964,5,0,54,7,0,584
26,8,3,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,31,37,0,0.680,4.530,28.287,35.024,1.625,7.126,30.224,4,0,38,6,0,584
23,7,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,47,0,0.680,4.500,28.271,35.062,1.436,4.380,5.191,4,0,41,11,0,584
29,5,3,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,31,40,0,0.680,4.480,28.301,35.026,1.952,8.254,10.340,3,0,39,8,0,584
31,6,4,2,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,29,0,0,0.680,4.490,28.301,34.998,2.183,9.336,34.407,10,0,40,4,0,584
25,5,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,35,0,0.680,4.540,28.301,34.987,1.599,4.780,6.015,3,0,26,7,0,584
24,6,1,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27,29,0,0,0.680,4.600,28.301,35.015,1.368,3.665,99.795,8,0,29,5,0,584
24,4,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,31,0,0,0.680,4.580,28.301,34.998,1.293,3.179,3.388,4,0,28,3,0,584
31,2,8,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0.680,4.600,28.301,35.026,2.180,6.195,74.442,4,0,38,3,0,584
27,4,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,29,0,0.680,4.620,28.301,35.051,1.411,5.481,6.454,3,0,31,14,0,584
22,4,3,4,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,30,36,0,0.680,4.570,28.317,35.053,2.072,10.785,17.062,5,0,35,4,0,584
30,0,4,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,41,0,0.680,4.570,28.301,35.015,2.155,8.544,10.175,4,0,35,5,0,584
26,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0.680,4.610,28.301,35.039,1.129,2.561,2.746,4,0,37,9,0,584
24,6,7,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,30,0,0,0.680,4.610,28.317,35.053,2.327,7.063,9.942,8,0,40,6,0,584
23,4,3,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,31,0,38,0.680,4.510,28.301,35.039,1.651,6.560,15.515,2,0,35,10,0,584
20,2,3,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,30,36,36,0,0.680,4.500,28.301,35.065,1.263,4.762,104.000,5,0,34,8,0,584
29,3,4,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,0,0,0.680,4.490,28.330,35.053,1.578,5.099,7.936,3,0,29,8,0,584
38,14,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0.680,4.390,28.317,35.079,1.615,3.950,6.730,7,0,30,5,0,584
31,5,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,33,0,0.680,4.420,28.346,35.172,1.518,6.032,9.523,5,0,39,4,0,584
22,5,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,36,36,0,0.680,4.440,28.317,35.171,1.498,6.245,9.731,5,0,33,8,0,584
31,2,7,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,33,0,39,0.680,4.340,28.330,35.158,2.104,8.908,20.929,7,0,39,5,0,584
18,1,5,1,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,31,41,40,0.680,4.300,28.317,35.171,1.694,12.039,47.828,4,0,41,9,0,584
30,6,5,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,38,0,0.680,4.410,28.359,35.200,2.155,8.078,9.733,4,0,28,7,0,584
32,10,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0.680,4.430,28.330,35.250,1.414,2.245,2.342,11,0,29,9,0,584
37,5,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,35,0,0.680,4.420,28.346,35.381,1.777,5.455,6.377,5,0,30,5,0,584
33,8,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,28,35,0,0.680,4.400,28.330,35.483,1.600,4.135,4.880,6,0,32,8,0,584
23,7,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,32,0,14,0.680,4.350,28.346,35.537,1.553,5.263,14.353,4,0,40,9,0,584
23,4,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,34,0,0,0.680,4.290,28.346,35.630,1.314,3.116,3.327,7,0,25,5,0,584
14,4,3,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,38,0,0.680,4.350,28.359,35.657,1.420,6.613,8.192,5,0,34,5,0,584
23,3,7,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,37,41,0.680,4.340,28.359,35.683,1.916,13.331,29.427,4,0,35,6,0,584
26,3,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,33,30,0,0.680,4.370,28.359,35.657,1.505,4.782,5.629,7,0,35,6,0,584
27,7,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,34,34,0,0.680,4.420,28.373,35.711,1.473,4.625,5.462,3,0,31,4,0,584
25,2,3,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,31,0,0,0.680,4.430,28.386,35.776,1.510,6.134,9.188,7,0,35,7,0,584
18,8,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,29,0,0,0.680,4.410,28.373,35.747,1.786,4.119,4.349,4,0,38,6,0,584
30,6,3,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,30,33,0,0.680,4.480,28.359,35.799,1.844,10.729,17.625,3,0,34,5,0,584
34,4,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,32,35,0,0.680,4.510,28.359,35.813,1.631,6.656,10.110,5,0,35,8,0,584
27,7,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,34,0,0,0.680,4.540,28.373,35.854,1.816,3.464,3.594,4,0,28,4,0,584
20,4,5,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,33,33,40,0.670,4.530,28.359,35.839,1.616,9.634,22.384,9,0,28,6,0,584
29,4,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0.680,4.490,28.373,35.813,1.037,6.027,11.556,2,0,35,5,0,584
34,6,3,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,31,32,0,0.680,4.580,28.402,35.698,1.995,6.456,7.450,7,0,27,8,0,584
29,5,4,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,33,38,0,0.680,4.530,28.386,35.593,2.072,10.459,15.215,7,0,35,8,0,584
26,7,2,2,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,32,0,0,0.680,4.350,28.386,35.529,1.649,8.646,76.839,4,0,28,7,0,584
19,2,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,31,38,0,0.680,4.370,28.415,35.637,1.419,5.105,5.975,2,0,40,8,0,584
42,1,3,1,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,37,37,0,0.680,4.400,28.415,35.807,1.687,10.361,80.675,4,0,38,3,0,584
33,4,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,29,0,0,0.680,4.380,28.402,35.935,1.623,4.082,4.385,0,0,31,9,0,584
25,3,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,35,0,0,0.680,4.390,28.402,35.973,1.385,3.194,3.401,7,0,36,4,0,584
20,3,3,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,34,0,0.680,4.340,28.415,36.040,1.490,6.693,8.276,5,0,31,8,0,584
20,5,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,31,0,42,0.680,4.330,28.415,36.051,1.188,4.803,13.933,3,0,28,7,0,584
29,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,37,31,0,0,0.680,4.270,28.415,36.040,0.965,1.954,105.313,3,0,35,9,0,584
20,3,2,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,31,0,0.680,4.270,28.415,36.092,1.456,5.907,6.961,3,0,30,4,0,584
25,4,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,39,0,0.680,4.250,28.402,36.037,1.337,3.125,3.785,7,0,20,10,0,584
30,4,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,35,34,0,0.680,4.270,28.415,36.092,1.433,5.681,7.114,4,0,36,4,0,584
18,7,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,38,32,0,0.680,4.330,28.415,36.051,1.482,5.397,6.349,5,0,34,3,0,584
21,6,2,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,33,33,0,0.680,4.370,28.415,36.001,2.033,10.119,14.518,5,0,35,6,0,584
32,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,33,0,0,0.680,4.300,28.429,35.937,1.277,4.581,7.530,4,0,32,7,0,584
30,5,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,34,0,0.680,4.250,28.442,35.940,1.757,8.422,11.079,5,0,32,5,0,584
25,2,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,31,36,42,0.680,4.220,28.458,35.940,1.264,6.920,17.039,5,0,45,9,0,584
17,8,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,33,0,0,0.680,4.190,28.442,35.862,2.022,4.748,5.002,4,0,36,0,0,584
32,3,4,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,30,35,0,0.680,4.190,28.429,35.885,2.064,7.328,8.892,2,0,35,5,0,584
23,4,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,35,54,0.680,4.020,28.429,35.859,1.217,8.554,22.093,3,0,28,2,0,584
27,3,2,1,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,29,32,0,0.680,4.070,28.429,35.859,2.098,11.120,37.246,3,0,29,6,0,584
25,5,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,36,0,0,0.680,4.170,28.458,35.889,1.333,2.683,2.811,3,0,33,3,0,584
24,4,5,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,33,31,0,0.680,4.140,28.442,35.886,1.994,5.839,6.747,2,0,25,11,0,584
18,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,35,0,0,0.680,4.140,28.429,35.898,1.576,2.903,2.956,0,0,21,10,0,584
28,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0.680,4.100,28.458,35.848,1.075,2.575,2.783,5,0,35,3,0,584
23,3,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,40,0,0,0.680,4.080,28.458,35.836,1.734,4.014,4.250,4,0,30,9,0,584
19,6,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,36,40,0,0.680,4.000,28.485,35.863,1.992,6.150,7.102,1,0,24,2,0,584
28,3,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,31,40,0,0.680,4.020,28.485,35.813,1.882,4.389,5.114,6,0,34,6,0,584
26,6,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0.680,3.990,28.485,35.758,1.364,2.325,2.433,2,0,32,4,0,584
28,2,2,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,36,0,0.680,4.050,28.471,35.744,1.751,8.015,9.816,8,0,34,6,0,584
24,3,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,29,33,0,0.680,4.060,28.471,35.694,1.788,7.940,11.870,4,0,35,3,0,584
27,8,5,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,35,0,0.680,4.080,28.485,35.653,2.616,7.091,8.038,7,0,39,3,0,584
19,6,7,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,34,38,0.680,4.070,28.471,35.628,2.087,8.766,19.352,4,0,34,4,0,584
31,8,6,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,35,40,0,0.680,4.130,28.485,35.706,2.491,8.725,12.590,6,0,38,5,0,584
29,3,3,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,28,0,0,0.680,4.000,28.498,35.789,1.602,5.382,30.249,4,0,41,5,0,584
